,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
374,Mossamedes,100,AO,1604805135,70,-15.2,12.15,68.63,5.06
375,Bilibino,100,RU,1604805135,91,68.05,166.44,1.15,1.86
376,Tommot,100,RU,1604805136,90,58.96,126.29,4.15,8.41
377,Boo,99,SE,1604805136,93,59.33,18.28,46.4,5.82
378,Souillac,75,MU,1604804954,88,-20.52,57.52,71.6,9.17
379,Mount Isa,13,AU,1604805137,7,-20.73,139.5,96.8,4.7
380,Kruisfontein,0,ZA,1604805137,91,-34.0,24.73,55.0,1.01
381,Kaliua,44,TZ,1604805137,84,-5.06,31.79,68.14,3.24
382,Viedma,99,AR,1604805023,87,-40.81,-63.0,55.0,3.0
383,Kedrovyy,0,RU,1604805137,61,56.17,91.82,46.4,13.42
384,Acaraú,28,BR,1604805137,79,-2.89,-40.12,78.4,13.98
385,Pevek,99,RU,1604805138,97,69.7,170.31,13.64,2.55
386,Dingle,21,PH,1604805138,72,11.0,122.67,83.3,4.21
387,Carutapera,96,BR,1604805138,83,-1.2,-46.02,79.25,8.19
388,San Cristobal,93,VE,1604805139,91,7.77,-72.22,66.81,0.49
389,Santiago,0,CL,1604804991,51,-33.46,-70.65,64.99,10.29
390,Batticaloa,45,LK,1604805139,76,7.71,81.69,82.08,6.17
391,Rybachiy,0,RU,1604805140,80,48.71,44.74,36.7,6.71
392,Mahajanga,20,MG,1604805143,73,-15.72,46.32,77.0,4.7
393,Mil'kovo,8,RU,1604805143,84,54.72,158.62,29.32,2.48
394,Olafsvik,49,IS,1604805143,73,64.89,-23.71,39.65,21.65
395,Verkhoyansk,84,RU,1604805144,84,67.54,133.38,-22.88,1.16
396,Itaqui,0,BR,1604805144,84,-29.13,-56.55,67.28,10.74
397,Pearland,1,US,1604805144,82,29.56,-95.29,70.0,5.86
398,Santa Maria,0,BR,1604805145,77,-29.68,-53.81,68.0,16.11
399,Samarai,60,PG,1604805145,79,-10.62,150.67,82.26,12.17
400,Laguna,20,US,1604804961,47,38.42,-121.42,55.99,4.7
401,Palana,52,RU,1604805145,92,59.12,159.97,27.01,3.36
402,Ejura,99,GH,1604805146,84,7.39,-1.36,73.96,4.97
403,Chui,0,UY,1604804946,94,-33.7,-53.46,59.0,5.53
404,Novodolinskiy,40,KZ,1604805146,31,49.7,72.7,46.4,29.08
405,Jacareacanga,10,BR,1604805146,76,-6.22,-57.75,77.76,2.17
406,Dongli,90,CN,1604805146,83,23.57,116.82,71.6,2.24
407,Chupa,54,RU,1604805147,82,66.27,33.05,35.04,17.13
408,Severobaykal'sk,100,RU,1604805147,93,55.65,109.32,17.65,2.71
409,Jutaí,100,BR,1604805147,94,-5.18,-68.9,73.96,2.42
410,Furano,75,JP,1604805147,60,43.28,142.47,42.8,11.41
411,Mt. Pleasant,90,US,1604805042,88,32.79,-79.86,71.6,14.99
412,Fukuechō,40,JP,1604805148,52,32.69,128.84,66.2,16.11
413,Ancud,18,CL,1604804978,66,-41.87,-73.82,53.01,13.87
414,Mercedes,0,AR,1604805148,84,-34.65,-59.43,64.0,6.93
415,São João do Paraíso,100,BR,1604805148,93,-15.31,-42.01,65.3,4.79
416,Khatanga,0,RU,1604805149,87,71.97,102.5,-3.66,12.88
417,Yangi Marg`ilon,1,UZ,1604805149,28,40.43,71.72,42.8,2.24
418,Gonbad-e Kāvūs,0,IR,1604805149,82,37.25,55.17,57.2,2.55
419,Kindu,100,CD,1604805149,98,-2.95,25.95,69.04,2.48
420,Raja,0,SS,1604805150,44,8.46,25.68,70.74,1.54
421,Altay,93,CN,1604805150,60,47.87,88.12,41.41,2.73
422,Satipo,59,PE,1604805150,79,-11.25,-74.64,70.16,2.86
423,Ocós,90,GT,1604805150,100,14.51,-92.19,75.2,13.53
424,Honningsvåg,100,NO,1604805151,88,70.98,25.97,38.7,39.82
425,Emba,100,KZ,1604805151,76,48.83,58.14,37.99,17.0
426,Nova Zagora,75,BG,1604805151,76,42.48,26.02,48.2,6.93
427,Banjar,1,ID,1604805151,49,-8.19,114.97,91.13,3.09
428,Pacific Grove,90,US,1604805077,71,36.62,-121.92,54.0,10.29
429,Fare,98,PF,1604805152,74,-16.7,-151.02,80.08,10.8
430,Bara,1,NG,1604805152,26,10.37,10.73,70.83,5.79
431,Kokopo,45,PG,1604805152,67,-4.35,152.26,85.08,6.13
432,Ngerengere,27,TZ,1604804947,91,-6.75,38.12,72.18,2.06
433,Mehamn,94,NO,1604805153,77,71.04,27.85,38.19,31.38
434,Cayenne,0,GF,1604805153,100,4.93,-52.33,77.0,13.4
435,Carahue,0,CL,1604805153,93,-38.7,-73.17,50.0,3.36
436,Kattivākkam,75,IN,1604805154,100,13.22,80.32,80.6,5.82
437,Dickinson,1,US,1604805154,82,29.46,-95.05,70.0,6.11
438,Les Cayes,100,HT,1604805154,86,18.2,-73.75,77.85,10.04
439,Republic,40,US,1604805155,72,37.12,-93.48,64.0,10.29
440,Praia,0,CV,1604805155,83,14.92,-23.51,77.0,13.87
441,Capaci,0,IT,1604805158,87,38.17,13.24,62.01,3.36
442,Burnie,0,AU,1604805159,62,-41.07,145.92,61.0,8.99
443,Skjervøy,100,NO,1604805159,79,70.03,20.97,37.38,34.94
444,Moroto,67,UG,1604805159,76,2.53,34.67,67.3,2.82
445,Udachny,0,RU,1604805159,84,66.42,112.4,-0.4,2.24
446,Moussoro,2,TD,1604805159,36,13.64,16.49,73.31,13.06
447,Qaqortoq,100,GL,1604805160,74,60.72,-46.03,28.4,4.7
448,Alice Springs,78,AU,1604805160,9,-23.7,133.88,89.6,10.29
449,General Bravo,0,MX,1604805160,66,25.8,-99.17,72.57,15.37
450,Tessalit,82,ML,1604805160,25,20.2,1.01,70.14,10.36
451,Parintins,48,BR,1604805160,94,-2.63,-56.74,75.9,3.42
452,Northam,100,GB,1604805161,98,51.03,-4.22,55.99,5.01
453,Geseke,0,DE,1604805161,77,51.65,8.52,46.0,1.99
454,Qom,100,IR,1604805161,52,34.64,50.88,56.95,5.44
455,Antalaha,100,MG,1604805161,90,-14.9,50.28,74.91,7.58
456,Goderich,15,CA,1604805151,55,43.75,-81.72,60.8,14.99
457,Namie,33,JP,1604805162,37,37.48,141.0,70.0,4.0
458,Myanaung,0,MM,1604804885,81,18.28,95.32,79.61,12.33
459,Aitape,58,PG,1604805162,73,-3.14,142.35,83.7,3.53
460,Gaza,0,PS,1604805162,88,31.5,34.47,64.99,2.24
461,Launceston,0,AU,1604805163,42,-41.45,147.17,69.01,12.75
462,Marana,40,US,1604805163,48,32.44,-111.23,66.2,23.04
463,Cururupu,10,BR,1604805163,89,-1.83,-44.87,77.25,4.7
464,Port Macquarie,43,AU,1604805163,46,-31.43,152.92,71.01,1.99
465,Broome,1,US,1604805164,51,42.25,-75.83,59.0,6.93
466,Akhtubinsk,4,RU,1604805164,81,48.28,46.17,39.79,12.59
467,North Bend,90,US,1604804982,87,43.41,-124.22,50.0,9.17
468,Moose Factory,1,CA,1604805164,86,51.26,-80.61,30.2,11.41
469,Navahrudak,41,BY,1604805164,99,53.6,25.83,41.67,10.0
470,Laas,5,IT,1604805165,46,46.62,10.7,39.99,4.7
471,Zorlenţu Mare,90,RO,1604805165,93,45.45,21.96,39.2,3.36
472,Ballina,90,AU,1604805165,56,-28.87,153.57,71.6,17.22
473,Iskateley,95,RU,1604805165,99,67.68,53.15,30.18,4.23
474,Thanh Pho Uong Bi,0,VN,1604805166,54,21.03,106.78,78.8,9.17
475,Baykit,100,RU,1604805166,97,61.67,96.37,29.97,4.36
476,Loukhi,36,RU,1604805166,85,66.08,33.04,33.76,16.78
477,Moindou,90,NC,1604805166,54,-21.69,165.68,82.4,11.41
478,Saint-Augustin,98,CA,1604804946,89,51.23,-58.65,31.59,14.81
479,Puerto Madero,90,MX,1604805167,100,14.72,-92.42,75.2,12.5
480,Magadan,51,RU,1604805167,90,59.57,150.8,13.46,15.41
481,Esperance,1,AU,1604805167,56,-33.87,121.9,73.4,5.82
482,Joutseno,0,FI,1604805168,71,61.12,28.51,39.2,8.05
483,Svetlaya,68,RU,1604805168,63,46.54,138.33,39.34,3.87
484,Griffith,1,US,1604804970,76,41.53,-87.42,60.8,6.93
485,Muleba,79,TZ,1604805168,78,-1.84,31.65,68.45,2.44
486,Sai Buri,40,TH,1604805168,88,6.7,101.62,80.6,3.24
487,Makungu,75,TZ,1604805169,87,-8.73,35.28,64.24,5.99
488,Bereda,86,ES,1604805169,95,43.27,-7.54,55.0,5.99
489,Narsaq,100,GL,1604805169,74,60.92,-46.05,28.4,4.7
490,Teahupoo,75,PF,1604805172,78,-17.83,-149.27,80.6,13.87
491,Biak,100,ID,1604804931,58,-0.91,122.88,84.83,8.97
492,Jijiga,47,ET,1604805173,63,9.35,42.8,59.16,2.57
493,Campo Maior,72,BR,1604805173,71,-4.83,-42.17,79.3,5.17
494,Cascais,100,PT,1604805174,100,38.7,-9.42,62.01,13.18
495,Morwell,0,AU,1604805174,53,-38.23,146.4,68.0,3.0
496,Yulin,0,CN,1604805174,48,22.63,110.15,76.06,10.4
497,Tautira,75,PF,1604805174,78,-17.73,-149.15,80.6,13.87
498,Namatanai,42,PG,1604805175,66,-3.67,152.43,85.24,1.77
499,Russell,75,US,1604805175,83,32.35,-85.2,69.8,4.7
500,Okhotsk,35,RU,1604805175,90,59.38,143.3,13.95,15.73
501,Tabuk,100,PH,1604805175,81,17.42,121.44,81.19,4.38
502,Sinnamary,7,GF,1604805176,83,5.38,-52.95,78.71,14.34
503,Bristol,1,US,1604804889,62,41.83,-71.17,59.0,3.36
504,Orlik,3,RU,1604805176,89,52.52,99.83,23.2,2.98
505,Lithgow,32,AU,1604805176,63,-33.48,150.15,57.0,6.29
506,Nārsingi,0,IN,1604805176,56,18.03,78.43,75.0,1.12
507,Benoy,0,TD,1604805177,38,8.98,16.32,70.81,4.16
508,Vágur,100,FO,1604805177,69,61.47,-6.81,46.02,9.57
509,Puerto del Rosario,0,ES,1604805177,82,28.5,-13.86,64.4,6.93
510,Jumla,0,NP,1604805177,30,29.27,82.18,56.91,0.87
511,Biloela,83,AU,1604805179,37,-24.42,150.5,83.66,12.82
512,Puducherry,100,IN,1604805179,75,11.93,79.83,83.07,17.43
513,Almeirim,20,BR,1604805166,83,-1.52,-52.58,77.54,4.38
514,Uruguaiana,0,BR,1604805179,68,-29.75,-57.09,71.6,5.82
515,Miles City,1,US,1604805180,80,46.41,-105.84,39.2,16.11
516,Dryden,90,CA,1604805180,96,49.78,-92.75,32.0,10.29
517,Basco,84,PH,1604805180,83,20.45,121.97,80.8,25.93
518,Yeppoon,40,AU,1604805180,47,-23.13,150.73,80.6,14.99
519,Antofagasta,90,CL,1604805181,77,-23.65,-70.4,60.8,3.36
520,Aykhal,0,RU,1604805157,84,66.0,111.5,-0.4,2.24
521,Salalah,0,OM,1604805181,56,17.02,54.09,71.6,5.82
522,Dauphin,90,CA,1604805181,95,51.15,-100.05,28.4,10.18
523,Vila,99,PT,1604805182,95,42.03,-8.16,55.0,6.24
524,Minsk,90,BY,1604804890,100,53.9,27.57,44.6,8.95
525,Znamenskoye,100,RU,1604805182,86,57.13,73.83,39.15,11.07
526,Garoowe,7,SO,1604805182,79,8.41,48.48,70.7,9.4
527,Lucea,90,JM,1604805183,88,18.45,-78.17,78.8,6.93
528,Coquimbo,99,CL,1604804939,87,-29.95,-71.34,55.4,4.7
529,Lianzhou,0,CN,1604805183,50,24.78,112.38,73.17,8.21
530,Huangmei,0,CN,1604805183,33,30.19,116.03,69.6,5.26
531,Bowen,90,AU,1604805184,94,-20.02,148.23,71.6,10.29
532,La Ronge,100,CA,1604804929,79,55.1,-105.28,19.4,10.29
533,Uwajima,20,JP,1604805184,56,33.22,132.56,68.0,6.93
534,Rosarito,40,MX,1604805184,76,32.33,-117.03,57.99,10.29
535,Namtsy,75,RU,1604805185,70,62.72,129.67,-2.2,4.47
536,Singaparna,56,ID,1604805185,61,-7.35,108.11,84.07,4.0
537,Fort Frances,90,CA,1604805185,75,48.6,-93.4,46.4,4.7
538,Hamamatsu,90,JP,1604805185,59,34.7,137.73,72.0,13.0
539,Belokurikha,0,RU,1604805189,61,52.0,84.99,44.26,6.08
540,Saint Anthony,1,US,1604805189,59,45.02,-93.22,66.2,20.8
541,San Juan,12,AR,1604805189,28,-31.54,-68.54,77.85,15.75
542,Rodniki,100,RU,1604805189,91,57.11,41.73,42.71,15.88
543,Tapes,54,BR,1604805189,86,-30.67,-51.4,66.51,11.97
544,Riachão,12,BR,1604805190,86,-7.36,-46.62,74.01,3.4
545,Ixtapa,5,MX,1604805190,74,20.7,-105.2,80.6,4.7
546,Kampene,98,CD,1604805190,97,-3.6,26.67,66.65,1.01
547,Siirt,0,TR,1604805191,57,37.93,41.94,48.51,2.82
548,Goianinha,75,BR,1604805191,78,-6.26,-35.21,80.6,14.99
549,Orgita,96,EE,1604805191,99,58.92,24.45,46.99,1.01
550,Padang,100,ID,1604805191,80,-0.95,100.35,79.03,5.93
551,Durango,0,MX,1604805092,41,24.83,-104.83,57.27,5.59
552,Río Gallegos,40,AR,1604805192,54,-51.62,-69.22,59.0,10.29
553,Giyani,0,ZA,1604805192,41,-23.3,30.72,80.1,2.89
554,Bela,0,IN,1604805192,30,25.93,81.98,72.45,3.11
555,Honiara,40,SB,1604805049,70,-9.43,159.95,87.8,11.41
556,Bull Savanna,100,JM,1604805192,89,17.89,-77.59,76.51,11.61
557,Kristinestad,83,FI,1604805193,74,62.27,21.38,40.86,10.11
558,Jalu,0,LY,1604805193,87,29.03,21.55,59.47,9.01
559,Huarmey,15,PE,1604805193,85,-10.07,-78.15,61.18,5.41
560,Hue,75,VN,1604805193,88,16.47,107.6,77.0,4.7
561,Turrialba,90,CR,1604805194,100,9.9,-83.68,68.0,3.36
562,Olinda,75,BR,1604804976,74,-8.01,-34.86,80.6,10.29
563,San Fernando del Valle de Catamarca,99,AR,1604805194,37,-28.47,-65.79,80.01,5.99
564,Tulum,40,MX,1604805194,83,20.22,-87.47,80.6,9.17
565,Chany,100,RU,1604805194,71,55.31,76.76,39.69,15.61
566,Nyurba,0,RU,1604805195,88,63.28,118.33,-1.39,4.41
567,Cidreira,36,BR,1604805195,85,-30.18,-50.21,67.73,15.39
568,Sioux Lookout,90,CA,1604805195,93,50.1,-91.92,32.0,6.93
569,Lethem,27,GY,1604805195,77,3.38,-59.8,79.66,2.91
570,Pitimbu,75,BR,1604805195,83,-7.47,-34.81,78.8,10.29
571,Kampot,40,KH,1604805051,78,10.62,104.18,82.4,1.12
572,Necochea,0,AR,1604805196,92,-38.55,-58.74,55.0,4.0
573,Meadow Lake,75,US,1604805196,27,34.8,-106.54,66.0,11.41
